climatebelief	econcern	poli	ambient1	ambient2	source01	ResponseId	consent	activist	envhope	cblame_ind	cblame_gov	cblame_corp	cblame_comm	cvictim_ind	cvictim_gov	cvictim_corp	cvictim_comm	cresponsible_ind	cresponsible_comm	cresponsible_gov	cresponsible_corp	emo_Angry	emo_Worry	emo_Sad	emo_Hope	emo_Guilt	freqthought	freqemo	asp1	asp2	asp3	asch1	asch2	asch3	asu1	asn1	asn2	asn3	asu2	asp4	asu3	asu4	asi1	asi2	asi3	CaseID	Direct	Target	Time	Temperature	Weather	Wildfire	Economy	PoliInaction	IndividualInaction	NotStressed	Overreact	Habitat	School	NewsDocs	Pollution	IceCaps	Plastic	Future	Health	Guilt	Bot	Other	recall_gen	emointense	selfdistr1	active1	denial1	substance1	emosupp1	disengage1	active2	denial2	vent1	instrumental1	substance2	reframe1	sblame1	plan1	emosupp2	disengage2	reframe2	humor1	selfdistr2	accept1	vent2	religion1	instrument2	accept2	plan2	sblame2	religion2	humor2	eco1	eco2	eco3	eco4	gender	Female	race	DELETE	age	educ	zipcode	poliideo	poliparty	venting	selfdistract	emosupport	active	planning	disengagement	substance	selfblame	denial	humor	religion	acceptance	instrumental	reframing	EconPoli	econcernXpoli	ambient3	concernC	asF1	asF2	asF3	distancing1	distancing2	problemfocus	probsocial	minimization
4	4	6.00	3.50	5.00	1	R_1rPtO2jfjMz957j	4	2	5	2	3	3	2	3	2	2	2	2	2	4	2	1	2	2	3	1	2	1	3	3	5	3	3	6	4	4	4	4	4	4	3	3	5	5	5	297	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	"I do not know much about climate change, so when I see an article talking about how dangerous it is, its quite worrying. It makes me wonder if I am going to be safe, and if everyone else is going to be safe. It makes me wonder how soon this is going to start being seriously dangerous."	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	4	1	2	1	4	1	1	1	1	1	1	1	1	male	0	white	0.00	18.00	4	27030	6	6	1.00	1.50	1.00	1.00	1.50	1.50	1.00	1.00	1.00	1.00	1.50	4.00	1.00	1.00	24.00	24.00	5.00	3.79	3.58	5.00	5.00	1.10	1.08	1.25	1.13	5.00
4	6	2.50	4.70	2.75	1	R_sAUqwzzZGFu0UV3	4	3	5	3	5	5	3	3	5	5	3	5	5	5	5	3	3	4	4	2	6	6	4	4	6	5	5	4	3	6	5	2	5	5	6	4	3	2	6	298	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"I read about a chunk of ice breaking off in Antarctica because of climate change, and after reading that, realizing that it was an awful toll climate change is taking on our environment."	3	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	4	3	3	1	2	1	1	1	1	1	3	2	1	female	1	white	0.00	45.00	5	48169	2	3	3.00	1.00	1.00	1.00	1.50	1.00	1.00	1.00	1.00	1.00	2.00	3.00	1.50	1.00	15.00	15.00	6.00	5.42	4.83	2.67	4.50	1.00	1.00	1.25	1.25	2.67
4	5	1.50	4.50	4.00	1	R_12tYyAwM0IAWyIQ	4	2	2	4	4	4	4	3	3	3	3	5	5	5	5	3	4	4	2	4	5	4	5	5	5	5	3	4	5	6	7	4	5	4	4	4	5	3	7	300	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Stress about climate change comes in the form of sadness for me- in seeing how it affects wildlife and their habitats...it is so unfair to them, and it breaks my heart."	5	2	2	1	2	2	2	3	1	2	2	2	1	3	3	2	2	1	1	2	1	2	2	1	1	3	3	2	1	2	3	2	3	female	1	white	0.00	40.00	5	80918	2	1	2.00	2.00	2.00	2.50	3.00	2.00	2.00	3.00	1.00	1.00	2.00	1.00	1.50	1.00	7.50	7.50	7.00	4.92	4.83	3.67	6.00	1.80	1.67	2.75	2.25	3.67
4	7	1.50	4.70	4.50	1	R_1CgdjGoIOM0iF7T	4	2	3	4	2	3	3	3	3	2	3	4	4	3	3	4	5	1	1	1	3	3	5	5	3	5	5	5	5	2	6	4	4	6	5	4	3	6	3	301	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Whenever hurricane harvey hit it hit the city next to mine. I remember being incredibly scared when it landed. Dealing with hurricanes has always been normal in south texas but it still has only gotten worse throughout the years. I remember being afraid and wondering if we were causing this and then just reading worse and worse things	5	2	1	1	3	2	2	1	2	1	1	3	2	2	1	2	2	1	3	1	3	2	1	1	1	3	1	2	3	1	3	1	1	Male	0	Hispanic	0.00	24.00	5	78363	2	1	1.50	1.50	2.00	1.00	2.00	2.00	3.00	1.50	1.50	3.00	1.50	2.00	1.00	1.50	10.50	10.50	3.00	5.79	4.58	5.00	3.00	2.20	2.08	1.50	1.50	5.00
4	7	2.00	5.70	3.75	1	R_2ci84lmtqgWBz4m	4	3	7	1	4	5	1	5	2	2	5	2	2	5	5	4	4	1	4	1	6	1	7	7	7	4	5	1	7	7	6	1	2	7	4	7	7	6	6	302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	When we were deciding whether or not to have children I felt very stressed out because I don't want them to have to deal with the effects of climate change.	5	2	2	1	1	1	1	2	1	1	4	1	1	1	3	3	1	1	3	3	2	2	1	4	2	1	1	1	1	1	3	1	1	Male	0	Spanish American	0.00	38.00	7	06111	1	3	1.50	2.50	2.00	2.00	2.00	1.00	1.00	1.00	1.00	2.00	1.00	2.00	4.00	1.00	14.00	14.00	6.00	6.42	5.83	2.67	6.50	1.20	1.17	2.00	2.50	2.67
4	7	3.00	4.30	2.25	1	R_1K0ZsBbNAiUoZGz	4	3	4	3	4	4	2	5	1	1	1	5	5	5	5	5	5	5	4	2	6	5	4	6	4	4	7	4	4	5	7	2	4	2	6	2	2	1	7	305	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I was stressed watching Hurricane Maria form. When the Hurricane devastated Puerto Rico I was extremely distressed and stressed. I could not stop thinking about what they went though and are STILL going through as they still try to recover. Our government has done so very little to help and that is a national disgrace. I think about Puerto Rico, Hurricane Maria, and climate change often."	6	2	2	1	1	2	1	3	1	2	2	1	3	2	2	2	1	3	1	2	4	2	4	2	3	3	1	2	1	2	4	1	2	male	0	Caucasian	0.00	47.00	7	23503	1	5	2.00	2.00	2.00	2.50	2.50	1.00	1.00	1.50	1.00	1.00	3.00	3.50	2.00	3.00	21.00	21.00	7.00	5.79	4.58	2.33	4.50	1.10	1.42	2.50	2.25	2.33
4	6	1.00	4.60	5.00	1	R_2qC0AFbXR9Mxkjc	4	2	2	3	5	5	3	5	2	2	5	2	3	5	5	3	4	4	1	2	3	3	6	6	6	4	3	5	4	6	6	1	4	4	4	5	7	7	7	307	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I was stressed about climate change during some of the wildfires in California last year. I was afraid that my area would be impacted as the fires were significantly larger than in years past.	4	2	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	female	1	white	0.00	36.00	7	60640	1	1	2.00	2.00	1.00	1.50	1.00	1.50	1.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	6.00	6.00	7.00	5.42	4.83	4.33	7.00	1.20	1.17	1.25	1.13	4.33
4	6	4.00	5.40	4.25	1	R_245DF8eP9AxlSVL	4	3	5	3	4	4	3	5	3	3	4	5	5	5	5	2	3	3	4	2	3	3	6	6	6	5	3	3	6	5	5	4	6	6	5	5	7	3	6	311	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I think just the expectation annually for these super strong storms, floods, tornadoes, and hurricanes is enough to constantly keep you stressed and on edge about climate change. I live in the south in an active Tornado area, so every year around tornado season I am fairly stressed about the weather and climate change."	5	4	4	2	1	2	1	3	1	1	2	1	2	1	3	3	1	2	2	3	3	2	2	2	3	3	1	2	2	2	3	3	2	Male	0	Black	0.00	29.00	5	30240	5	3	1.50	3.50	2.50	3.50	3.00	1.00	1.00	1.00	1.50	2.00	2.00	3.00	2.00	2.00	24.00	24.00	6.00	5.67	5.33	3.33	6.50	1.30	1.42	3.25	2.75	3.33
4	7	5.00	4.10	3.00	1	R_1iapGHHn8awptRT	4	3	7	1	4	4	2	2	4	1	2	5	5	5	5	4	5	4	3	2	2	3	2	2	7	4	5	2	3	5	7	3	4	5	5	4	3	4	1	313	3	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"I think that psychology is really important to climate change, It is a sense of anxiety primarily based on the current and predicted future state of the environment because of human-induced climate change. It is associated with awareness of the increasing risk of extreme weather events, rising sea levels, floods, forest fires and potential loss of livelihood or housing."	7	2	3	2	2	1	3	3	2	3	2	2	1	1	4	4	1	2	2	3	1	1	3	4	3	2	1	3	3	4	1	2	3	Female	1	White	0.00	26.00	7	96805	9	1	2.00	2.50	2.50	3.00	3.00	2.00	2.00	1.00	2.00	2.50	3.00	2.00	3.00	1.50	35.00	35.00	1.00	5.71	4.42	3.00	2.00	1.90	1.83	3.00	2.88	3.00
4	6	5.00	5.40	5.75	1	R_2tbC7aVCgCLPgfA	4	2	5	4	5	3	4	3	4	5	4	3	2	4	3	2	1	2	5	3	6	6	4	5	6	7	5	6	7	6	7	7	6	4	5	5	4	6	6	314	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Climate change is dangers one. Many peoples are affected by the changes. So we are carefully handle in this natural things.	5	3	2	4	3	2	3	4	4	3	2	3	4	2	3	4	2	3	2	3	4	3	2	4	3	4	3	4	3	4	2	4	2	Male	0	African American	0.00	32.00	7	95387	6	4	3.00	3.00	3.00	3.00	3.50	2.50	3.00	2.50	4.00	2.50	3.00	3.50	3.00	3.50	30.00	30.00	6.00	5.79	5.58	6.33	5.00	2.90	3.00	3.25	3.13	6.33
4	7	2.50	5.40	3.00	1	R_1luuV6NCUJosEgu	4	3	6	2	3	5	3	2	3	5	4	3	2	3	5	3	4	5	4	4	2	3	5	6	6	6	7	3	6	5	6	2	4	4	4	6	2	5	7	317	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climate change heavily frustrated and stressed to me. It bother the people. people are afraid and sad about the climate change.	6	2	2	2	1	3	2	3	2	3	3	1	4	1	4	1	1	1	1	2	2	2	3	4	3	4	2	4	1	2	1	2	2	Female	1	White	0.00	24.00	7	48235	3	2	2.50	2.00	2.00	2.50	4.00	1.50	1.00	1.50	2.00	1.00	3.50	2.50	3.50	2.50	17.50	17.50	7.00	6.21	5.42	3.33	4.50	1.40	1.58	3.25	3.00	3.33
4	3	8.00	3.70	4.25	1	R_3PaEPyfqhXkCNqq	4	2	5	3	3	4	2	4	1	1	2	3	3	4	4	1	2	1	2	2	3	2	3	5	5	3	2	3	4	5	3	5	4	3	3	5	6	3	6	320	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"A time that I felt stressed about climate change is a few nights ago. There were tornadoes that were touching down in areas that were not too far from my home. I feel that we are having more weather of this type, due to some issues with climate change. I don't think there would be as many types of weather events of this kind, if there wasn't climate change happening."	5	3	2	1	1	2	1	2	1	1	2	1	3	1	2	2	1	2	2	3	3	2	2	1	3	2	1	2	2	1	2	1	1	female	1	Caucasian	0.00	41.00	4	37144	8	8	1.50	3.00	2.00	2.00	2.00	1.00	1.00	1.00	1.00	2.00	2.00	3.00	1.50	2.50	24.00	24.00	6.00	3.38	3.75	3.67	6.00	1.20	1.42	2.00	1.88	3.67
4	6	9.00	4.80	3.00	1	R_1gcJmnsuviRKlhL	4	3	5	4	2	5	4	5	2	3	5	5	5	5	5	1	5	2	3	1	3	3	7	7	6	4	6	5	4	5	4	4	2	5	3	4	2	1	7	321	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"When summer comes, it's so unbearable with how hot it is. Also When there are warm and hot winters"	4	1	1	1	1	1	1	4	1	1	1	1	3	1	2	1	1	2	3	1	4	4	4	1	3	4	1	4	3	1	3	4	1	Female	1	White	0.00	40.00	7	77067	9	9	2.50	1.00	1.00	2.50	3.00	1.00	1.00	1.00	1.00	3.00	4.00	3.50	1.00	2.50	54.00	54.00	7.00	5.38	4.75	3.33	4.50	1.40	1.58	2.75	1.88	3.33
4	5	5.50	4.80	4.50	1	R_3R1uj77yhxZ9xHO	4	5	4	3	4	3	4	4	3	2	3	3	4	3	4	3	2	3	2	3	4	5	4	5	6	5	5	4	5	4	5	5	5	4	5	4	5	4	4	325	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	i feel very stress when climate is too cold and too hot. i feel uncomfortable at this time. when go to college the climate was too cold and i was had a health issues.and i cannot able to manage this situation.	5	2	2	3	1	2	2	3	2	2	3	2	2	3	2	3	2	3	2	3	2	3	2	3	3	2	2	2	3	2	3	2	2	female	1	white	0.00	26.00	7	77302	6	5	2.50	2.50	2.50	2.50	2.00	2.00	1.50	2.50	2.50	2.50	2.00	2.50	3.00	2.50	27.50	27.50	4.00	4.88	4.75	4.33	4.50	2.20	2.25	2.25	2.50	4.33
4	5	6.00	2.30	3.50	1	R_1P7NxLNvaQvSx2N	4	2	5	2	2	4	2	2	1	1	2	4	4	4	5	1	1	2	1	1	2	1	3	2	3	2	2	6	2	3	2	2	2	2	3	2	3	3	3	329	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I do not know if it is causing less rain here in Texas or not. My father raises cattle and the price of feeding them has gone up but not the price of cattle. Since I help him with the cattle I have felt stress in finding hay for them to eat	5	4	2	1	1	1	3	2	1	1	1	1	2	1	3	1	1	2	1	1	4	1	1	1	4	4	1	1	1	1	1	2	1	male	0	white	0.00	54.00	8	77040	6	6	1.00	2.50	1.00	2.00	3.50	2.00	1.00	1.00	1.00	1.00	1.00	4.00	1.00	2.00	30.00	30.00	3.00	3.67	2.33	3.67	3.00	1.20	1.33	2.75	1.88	3.67
4	6	2.50	2.60	4.00	1	R_3DdTo5Y1q956J3w	4	2	3	3	4	4	2	3	3	2	4	3	4	5	5	3	3	4	2	1	4	3	2	2	4	4	2	5	2	7	7	2	4	3	2	1	7	2	7	330	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I felt stressed about it when listening to President Trump make a speech. I realized he did not have the knowledge or desire to enact regulations on businesses to force them to reduce their harmful effects on the climate.	3	2	2	1	1	1	3	2	1	1	1	1	2	2	2	1	2	1	2	3	2	1	1	1	3	2	2	1	2	1	2	1	1	female	1	Native American	0.00	28.00	9	73162	3	2	1.00	2.50	1.00	2.00	2.00	2.50	1.00	2.00	1.00	2.00	1.00	2.50	1.00	1.50	15.00	15.00	7.00	4.67	3.33	3.00	7.00	1.70	1.67	2.00	1.50	3.00
4	5	5.50	5.10	3.25	1	R_2Pk9ovspaPuXNAU	4	5	6	3	3	4	3	3	3	4	3	3	3	3	4	2	3	3	3	2	5	5	6	6	5	5	5	3	5	5	5	2	5	5	5	4	5	3	6	331	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	In my area that I live we normally have a lot of snow in the winter months.  The past few years the snow has started drastically slowed in the amount that we get.  This year we had the first February with no accumulating snow at all.  I was very scared to find out this because it is not good.  We got a lot of rain and the ground is very wet and does not dry even after days of sun.  I was scared that if this keeps up it will cause a lot of harm.	6	3	2	1	2	1	2	1	1	3	1	2	3	1	2	1	1	2	2	3	2	2	2	1	3	2	1	2	1	1	2	1	1	male	0	White	0.00	36.00	5	15551	5	6	2.50	3.00	1.00	1.50	2.00	1.50	2.00	1.00	1.00	1.50	2.00	2.50	1.00	2.50	27.50	27.50	6.00	5.04	5.08	2.67	5.50	1.40	1.58	1.75	1.38	2.67
4	7	1.50	4.70	3.00	1	R_3CBiDlRrw1K0pei	4	2	5	2	3	5	2	5	2	2	5	4	4	4	4	3	3	3	3	2	3	3	5	5	4	4	4	3	7	7	6	4	5	5	4	4	3	2	7	332	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	I was watching an animal documentary where the polar bears were starving. You could see the shape of their bones because they were so malnourished. I felt sad for the bears but also angry that there wasn't a whole lot I could do about it.	6	3	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	4	2	1	1	2	1	1	1	2	1	2	1	1	male	0	Asian	0.00	27.00	6	54703	2	1	1.50	2.50	1.00	2.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	3.00	1.00	2.00	10.50	10.50	7.00	6.00	5.00	3.00	5.00	1.20	1.33	1.50	1.25	3.00
4	7	1.00	5.90	1.50	1	R_3njvhFdHWjEwz5M	4	2	5	4	2	5	2	5	1	2	5	5	5	5	5	2	5	5	3	1	5	5	6	7	7	4	5	3	7	6	6	1	5	5	7	6	1	1	4	334	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Most recently, climate change has caused conditions in which there have been massive fires in California and Australia due to more dry and hot weather than there has been in the past.  This is extremely concerning and stressful, as so many people are affected in huge ways.  People are losing their homes and sometimes even their lives, and it's happening more often and on a larger scale every year it seems.  Seeing these things happen in the news is stressful and scary, because it could change so much about our world and greatly affect everyone else."	5	1	4	1	1	3	1	4	1	2	3	1	1	1	3	3	1	1	1	1	4	3	1	3	1	3	1	1	1	2	4	4	2	female	1	caucasian	0.00	27.00	5	15102	1	1	2.50	1.00	3.00	4.00	3.00	1.00	1.00	1.00	1.00	1.00	1.00	2.50	3.00	1.00	7.00	7.00	4.00	6.46	5.92	1.67	2.50	1.00	1.00	3.50	3.25	1.67
4	7	1.50	4.80	2.75	1	R_Qj35awqUCNFmIHn	4	2	6	3	5	5	3	4	2	2	4	3	3	5	4	4	5	3	3	4	6	5	5	5	5	6	6	2	6	6	6	3	3	4	3	5	3	3	7	335	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	I saw a news report on CNN that caused me a lot of anxiety and worry. It was about the dying off of huge numbers of animal species. I felt sadness and despair. I felt overwhelmed and helpless.	5	4	3	1	2	3	2	2	3	2	2	2	3	2	3	2	2	3	1	2	3	2	2	2	3	2	2	2	1	1	2	2	2	female	1	white	0.00	57.00	8	13041	2	1	2.00	3.00	2.50	2.50	2.50	2.00	2.00	2.00	2.00	1.00	2.00	3.00	2.00	3.00	10.50	10.50	7.00	6.00	5.00	2.67	5.00	1.80	2.00	2.50	2.38	2.67
4	5	7.00	3.60	4.50	1	R_27Ps5HyyPqioBR2	4	2	3	3	1	4	3	4	2	3	4	4	4	3	5	2	3	4	2	2	5	2	5	3	6	3	3	5	2	6	6	5	3	5	3	3	5	3	7	338	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"I attributed some of my neighbors flooding to changes in the climate and that made me frustrated and stressed. I felt they were in a bad spot because they are elderly and thought they would be in their homes until the end. I felt bad for them and wonder how they will do this hurricane season. That stresses me the most; what my elderly neighbors will do if the storms get stronger and stronger. I live on a street full of elderly people...full! as in I am one of the very few ""young"" ones in my subdivision."	6	2	1	1	1	1	3	1	1	3	1	1	2	1	1	1	3	2	1	3	3	2	1	1	4	1	2	1	1	1	2	3	1	Female	1	White	0.00	52.00	6	77357	6	8	2.50	2.50	1.00	1.00	1.00	3.00	1.00	1.50	1.00	1.00	1.00	3.50	1.00	2.00	35.00	35.00	7.00	4.50	4.00	4.33	6.00	1.50	1.58	1.00	1.00	4.33
4	6	2.00	3.50	4.50	1	R_3O1Yo2nFtfbIXQZ	4	2	4	4	4	4	4	4	2	2	4	4	4	4	4	4	4	4	1	4	4	2	1	6	7	1	1	6	4	6	5	1	1	6	4	4	7	4	7	339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"When Fair Oaks farms had that abuse video get leaked.  That was incredibly depressing and all of the local stores only carried that brand of milk.  If we didn't rely on mass production bovine farms, the likely-hood of that might not have happened."	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	Male	0	Caucasian	0.00	34.00	5	75065	2	2	1.00	1.50	1.00	1.00	1.00	1.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.50	12.00	12.00	7.00	4.92	3.83	3.67	7.00	1.10	1.17	1.00	1.00	3.67
4	5	9.00	4.50	3.75	1	R_9Mi3IEFQtk3Ibjr	4	2	7	5	4	5	5	4	3	2	4	4	4	3	3	4	5	5	5	3	5	4	6	6	5	5	3	6	4	6	7	7	6	6	2	2	1	1	7	340	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	the drastic weather changes are getting alarming	7	4	3	1	1	1	1	2	1	2	1	1	2	1	4	2	1	3	1	2	4	1	4	2	2	3	1	4	1	2	3	3	1	female	1	white	0.00	66.00	5	77042	9	9	1.50	3.00	1.50	2.50	3.50	1.00	1.00	1.00	1.00	1.00	4.00	3.00	1.50	2.50	45.00	45.00	7.00	4.92	4.83	4.67	4.00	1.00	1.25	3.00	2.25	4.67
4	7	1.00	7.00	1.00	1	R_3wspykjQDlSMqNH	4	3	5	3	3	4	3	5	1	1	5	5	5	5	5	3	5	4	2	1	3	3	7	7	7	7	7	1	7	7	7	1	7	7	7	7	1	1	7	341	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	The viral post on Facebook of the starving polar bear in Iceland captured everyones attention. This is a sad situation that is having devastating effects. It breaks my heart that we are destroying our planet.	7	4	4	1	1	4	1	4	1	1	4	1	4	1	4	4	1	4	1	4	4	2	1	4	1	4	1	1	1	1	4	4	4	Female	1	White	0.00	37.00	5	76086	1	1	1.50	4.00	4.00	4.00	4.00	1.00	1.00	1.00	1.00	1.00	1.00	2.50	4.00	4.00	7.00	7.00	7.00	7.00	7.00	1.00	4.00	1.00	1.50	4.00	4.00	1.00
4	6	5.00	5.00	5.75	1	R_eXJbAmhDBT9gVzz	4	2	5	4	3	3	3	3	2	3	4	3	3	2	4	2	3	2	3	3	5	5	5	6	5	5	2	6	5	6	3	6	5	6	5	6	5	6	6	342	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	When i noticed my skin reacting to the heat of the climate i felt stressed.	5	2	3	1	1	2	1	3	2	2	2	1	2	3	2	2	3	3	2	2	2	2	1	2	2	3	2	2	3	2	2	3	2	Male	0	White	0.00	35.00	7	83713	9	1	2.00	2.00	2.00	3.00	2.50	2.00	1.00	2.50	1.50	2.50	1.50	2.00	2.00	2.50	30.00	30.00	6.00	5.46	4.92	6.00	5.50	1.90	2.00	2.75	2.38	6.00
4	6	1.50	1.60	6.00	1	R_reSWksoqXhhRq01	4	2	2	2	3	4	2	4	2	2	4	2	3	4	4	1	3	3	1	1	3	2	1	2	1	2	1	7	2	6	2	3	2	2	2	1	7	7	7	345	3	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"Climate change used to stress me out, but I have come to accept that it is irreversible. I used to be worried about the future of the plane. If natural processes are adding to climate change , there is no way to stop that. This planet was doomed before I arrived and switching to an electric vehicle is not going to change it."	3	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	3	1	2	1	4	1	1	1	4	1	1	1	2	1	1	1	1	male	0	Asian	0.00	38.00	7	26505	2	1	1.00	1.00	1.00	1.00	1.00	3.50	1.00	1.00	1.00	2.00	1.00	4.00	1.00	1.50	9.00	9.00	7.00	4.00	2.00	5.67	7.00	1.70	1.67	1.00	1.00	5.67
4	6	2.50	5.00	4.50	1	R_2tGakk6YRt8tDfo	4	2	3	2	4	5	4	5	3	4	4	4	4	5	5	4	5	5	2	4	6	5	5	5	6	5	5	5	7	7	7	3	3	6	5	3	7	3	7	347	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Southwestern New Mexico, have lived there most of my life, and for the first time there was a tornado that touched down near my house. Followed with a lot of hail, which is very rare here. It was scary, stuck inside the house with no electricity. Neighbors were calling because they were scared as well. We had to wait inside for about two hours for the storm to pass. It made a mess of the animal coops behind my house. It knocked over most of the beehives."	7	4	4	1	1	1	3	2	1	1	2	1	1	4	3	1	1	1	1	3	3	2	3	1	3	4	3	2	1	2	3	2	2	male	0	Caucasian	0.00	43.00	5	88030	3	2	1.50	3.50	1.00	3.00	3.50	2.00	1.00	3.50	1.00	1.00	2.50	3.00	1.50	1.00	15.00	15.00	7.00	5.67	5.33	3.67	7.00	1.70	1.58	3.25	2.25	3.67
4	7	2.00	5.30	4.00	1	R_1f77mmR5ol9MEzF	4	3	5	3	4	3	2	3	3	3	4	3	4	4	4	2	3	2	3	2	3	3	6	6	6	4	5	3	5	5	5	4	4	6	6	5	5	4	7	349	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"A few years ago we had a record breaking cold spell. We live in a desert area, yet the winter temperature stayed below 20 degrees for nearly a week, dropping to near 0 at night. Water pipes busted all over town. The electrical energy provider couldn't run a couple of their generators because they froze up, so electric power was only available for part of each day. It was a bit frightening, as we had to make some changes in our procedures to get around the electrical limitations, and we were concerned our pipes my burst as well, though they did not."	5	2	3	1	1	2	1	3	1	2	3	1	2	2	4	2	1	2	1	2	4	2	1	3	2	4	2	1	1	2	3	3	3	male	0	white	0.00	73.00	10	88011	3	1	2.00	2.00	2.00	3.00	4.00	1.00	1.00	2.00	1.00	1.00	1.00	3.00	3.00	2.00	14.00	14.00	7.00	6.13	5.25	3.67	6.00	1.20	1.33	3.50	3.00	3.67
4	6	7.00	4.80	5.00	1	R_1rNeZpGucQ19Cvj	4	2	6	4	2	5	2	3	3	5	3	4	3	4	5	3	4	3	4	1	4	3	4	5	6	3	2	5	7	6	5	6	6	6	3	6	2	7	4	351	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	When someone burn the forest and make wild fire on it. Few people lost their life and homes. Many plants and trees damage. Bad for air. Pollution everywhere.	7	3	3	1	1	1	2	3	1	2	2	1	3	2	4	4	4	4	1	4	3	2	3	2	4	3	2	3	1	3	4	2	3	Male	0	Asian	0.00	49.00	7	92505	7	7	2.00	3.50	2.50	3.00	3.50	3.00	1.00	2.00	1.00	1.00	3.00	3.50	2.00	3.50	42.00	42.00	4.00	5.46	4.92	6.00	3.00	1.60	1.92	3.25	2.75	6.00
4	5	6.50	4.80	5.50	1	R_27dKdp7OlrBnB7i	4	2	5	4	3	2	3	2	4	3	4	4	2	2	3	4	3	2	2	4	3	3	5	4	6	5	5	5	4	4	4	6	6	3	6	4	5	6	3	352	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	i feel very bad for condition of environment.environment disaster only because of human activity.humans are affecting from this.	6	2	3	2	3	2	3	4	3	2	2	3	4	2	2	2	1	3	4	2	2	2	3	2	3	1	2	3	1	2	2	3	2	male	0	white	0.00	22.00	7	91307	7	6	2.00	2.00	2.00	3.50	1.50	2.00	3.00	2.00	2.50	2.50	3.00	2.50	2.00	3.50	32.50	32.50	3.00	4.83	4.67	5.67	4.00	2.40	2.58	2.50	2.25	5.67
